,action_id,start,end,TransferData_start,TransferData_end,TrainModel_start,TrainModel_end,TransferModel_start,TransferModel_end,TransferDataRes_bytes_transferred,TransferModelRes_bytes_transferred,total_bytes_transferred,funcx_task_ids,flow_runtime,TransferData_runtime,TrainModel_runtime,TransferModel_runtime,total_funcx_time
70,5d06874e-d261-44b9-bbad-ca8992250329,1647992338.862135,1647992651.665,1647992339.221,1647992494.929,1647992494.9550002,1647992645.201,1647992645.224,1647992651.665,24160587990,4118484,24164706474,[],312.80286502838135,155.7079999446869,150.24599981307983,6.440999984741211,150.24599981307983
71,fff0609c-544b-4850-b2c8-575a0eb5f3b9,1647992654.347069,1647992984.908,1647992654.648,1647992815.473,1647992815.4910002,1647992980.004,1647992980.028,1647992984.908,24160587990,4118483,24164706473,[],330.56093096733093,160.82500004768372,164.5129997730255,4.879999876022339,164.5129997730255
72,dfd30857-350b-445a-9a1a-e65e15248169,1647992990.8631942,1647993304.872,1647992991.202,1647993136.2979999,1647993136.316,1647993299.8300002,1647993299.864,1647993304.872,24160587990,4118484,24164706474,[],314.00880575180054,145.09599995613098,163.51400017738342,5.007999897003174,163.51400017738342
73,77795b63-0e41-4e46-8bd1-71345a0fd3f5,1647993309.031137,1647993531.817,1647993309.401,1647993366.105,1647993366.118,1647993525.76,1647993526.121,1647993531.817,24160587990,4118483,24164706473,[],222.78586292266846,56.7039999961853,159.64199995994568,5.69599986076355,159.64199995994568
74,4945b33d-878e-467b-929b-57fc0c5b2494,1647993532.459342,1647993747.648,1647993532.684,1647993588.532,1647993588.5619998,1647993741.557,1647993741.5779998,1647993747.648,24160587990,4118482,24164706472,[],215.1886579990387,55.848000049591064,152.99500012397766,6.070000171661377,152.99500012397766
75,26a318cb-d013-409e-9643-1f4681906b2b,1647993749.412058,1647993997.999,1647993749.8209999,1647993841.728,1647993841.7459998,1647993991.161,1647993991.187,1647993997.999,24160587990,4118483,24164706473,[],248.58694195747375,91.90700006484985,149.4150002002716,6.812000036239624,149.4150002002716
76,bdd199e6-5103-4b3a-9aaf-fc6e88c9ee4e,1647993999.186949,1647994289.127,1647993999.924,1647994133.219,1647994133.2350001,1647994282.476,1647994282.498,1647994289.127,24160587990,4118484,24164706474,[],289.9400510787964,133.29500007629395,149.2409999370575,6.629000186920166,149.2409999370575
77,bcbfb34f-80c8-450b-a09e-df6a490aede2,1647994291.1850681,1647994539.197,1647994291.403,1647994359.961,1647994359.9740002,1647994534.099,1647994534.125,1647994539.197,24160587990,4118482,24164706472,[],248.01193189620972,68.55799984931946,174.12499976158142,5.072000026702881,174.12499976158142
78,3f3968cd-3679-4909-bae8-276ffd178ec1,1647994539.693544,1647994796.596,1647994539.876,1647994621.19,1647994621.202,1647994790.539,1647994790.598,1647994796.596,24160587990,4118484,24164706474,[],256.90245604515076,81.3140001296997,169.33700013160706,5.997999906539917,169.33700013160706
79,e4d627bc-94cd-4b60-898f-15ef93c5f38d,1647994802.649643,1647995173.1100001,1647994803.418,1647994950.869,1647994950.884,1647995165.604,1647995165.629,1647995173.1100001,24160587990,4118482,24164706472,[],370.46035718917847,147.45099997520447,214.72000002861023,7.481000185012817,214.72000002861023
