,action_id,start,end,TransferFromClutchToTheta_start,TransferFromClutchToTheta_end,PrePublishGatherMetadata_start,PrePublishGatherMetadata_end,PrePublishTransfer_start,PrePublishTransfer_end,PrePublishIngest_start,PrePublishIngest_end,AcquireNodes_start,AcquireNodes_end,XpcsBoostCorr_start,XpcsBoostCorr_end,MakeCorrPlots_start,MakeCorrPlots_end,GatherXpcsMetadata_start,GatherXpcsMetadata_end,PublishGatherMetadata_start,PublishGatherMetadata_end,PublishTransfer_start,PublishTransfer_end,PublishIngest_start,PublishIngest_end,TransferFromClutchToTheta_bytes_transferred,PrePublishTransfer_bytes_transferred,PublishTransfer_bytes_transferred,total_bytes_transferred,TransferFromClutchToTheta_action_time,PrePublishTransfer_action_time,PrePublishIngest_action_time,PublishTransfer_action_time,PublishIngest_action_time,funcx_task_ids,flow_runtime,TransferFromClutchToTheta_runtime,PrePublishGatherMetadata_runtime,PrePublishTransfer_runtime,PrePublishIngest_runtime,AcquireNodes_runtime,XpcsBoostCorr_runtime,MakeCorrPlots_runtime,GatherXpcsMetadata_runtime,PublishGatherMetadata_runtime,PublishTransfer_runtime,PublishIngest_runtime,total_funcx_time
697,78ef1a2c-d2a7-4ed9-b77e-ada3a8715db1,1646967261.203514,1646967397.7059999,1646967261.6729999,1646967265.33,1646967265.339,1646967274.488,1646967274.498,1646967280.02,1646967280.036,1646967285.516,1646967285.528,1646967296.08,1646967296.094,1646967341.926,1646967341.9390001,1646967369.133,1646967369.1569998,1646967378.1139998,1646967378.132,1646967387.878,1646967387.8969998,1646967392.3630002,1646967392.38,1646967397.7059999,236984739,348544431,385397886,970927056,3.0,3.0,1.0,3.0,0.0,"['0b695b5e-3f59-4662-9e82-5871951382dd', '573b3585-27e4-4c92-95a4-5adbfd06441e', 'c7230918-b2e2-4032-964a-e884b9042c0f', 'fcf9715a-91af-4e67-b637-35cb0824b059', '687a90d4-ef18-4b86-ad96-fcafe1ebca6b', 'e4b14c60-66c5-487e-80e4-f642e9b90a50']",136.5024857521057,3.6570000648498535,9.1489999294281,5.522000074386597,5.480000019073486,10.551999807357788,45.83200001716614,27.193999767303467,8.957000017166138,9.746000051498413,4.466000318527222,5.325999736785889,111.42999958992004
698,8e9f2f4b-d056-4e88-8482-e096dcab9e9c,1646967271.210134,1646967413.0860002,1646967271.932,1646967280.205,1646967280.218,1646967287.147,1646967287.1590002,1646967293.456,1646967293.4689999,1646967301.535,1646967301.552,1646967311.911,1646967311.927,1646967339.381,1646967339.3990002,1646967386.645,1646967386.663,1646967394.296,1646967394.312,1646967404.0670002,1646967404.095,1646967408.736,1646967408.753,1646967413.0860002,146973562,229036094,267838194,643847850,2.0,3.0,1.0,2.0,0.0,"['c7083678-ef48-4b5c-a766-47406a1a9db1', '2faea055-496b-4ddf-b65c-3df0ec1e0568', '7523a445-d751-4de3-9755-229ef2d2f3e0', 'de46f280-948d-4737-9259-f02dfb77536f', '9a9d67d5-387d-4e12-85bb-9eb53330a182', '4804aa84-d07a-4dab-b374-578302e2ef4e']",141.87586617469788,8.273000001907349,6.92900013923645,6.296999931335449,8.06600022315979,10.358999967575073,27.453999996185303,47.245999813079834,7.632999897003174,9.755000114440918,4.641000032424927,4.333000183105469,109.37599992752075
699,949e1a61-c5a3-473a-916c-e1999f78fc76,1646967281.362201,1646967424.526,1646967281.577,1646967285.6950002,1646967285.705,1646967300.754,1646967300.766,1646967311.6369998,1646967311.648,1646967317.218,1646967317.231,1646967325.799,1646967325.81,1646967356.019,1646967356.048,1646967389.0470002,1646967389.06,1646967396.763,1646967396.783,1646967414.1430001,1646967414.162,1646967419.167,1646967419.183,1646967424.526,248274584,322940176,359780516,930995276,2.0,4.0,1.0,2.0,0.0,"['f45e3605-fc7b-4323-b4c5-9c2e03f063f3', 'a44baece-ef29-4883-a4e2-10da37d1bcb4', '6e48b919-ff6e-4ade-a23b-e791fdbaa715', 'f000b393-b321-4a9b-9d04-4ce1d149dcc8', '54505e50-79a6-46e9-aade-1444014b1dee', '80c0f427-307c-427e-b819-4d82dc04c133']",143.1637990474701,4.118000268936157,15.049000024795532,10.870999813079834,5.569999933242798,8.568000078201294,30.20900011062622,32.99900007247925,7.703000068664551,17.360000133514404,5.005000114440918,5.3429999351501465,111.88800048828125
700,5eeb05a9-a4e0-41ae-98dd-c75e0dab360e,1646967281.5261571,1646967396.961,1646967281.707,1646967286.216,1646967286.23,1646967295.22,1646967295.232,1646967300.8019998,1646967300.817,1646967306.6590002,1646967306.6729999,1646967316.756,1646967316.77,1646967335.3049998,1646967335.32,1646967361.3990002,1646967361.423,1646967373.367,1646967373.384,1646967380.764,1646967380.782,1646967390.463,1646967390.48,1646967396.961,202415780,277074729,313912063,793402572,3.0,3.0,1.0,4.0,0.0,"['eabf67aa-fc25-425f-9871-27b51d4d6d48', '996ea734-117d-4f7c-97ac-76556a786ae4', '8bf12f12-cee4-402b-936d-4432486c8e17', '08115816-e5c4-43fd-8315-2a945f852f6e', '8ae6a60c-c728-4148-98db-08729ce79376', '1e2e2acc-89bd-4016-be2a-5677398e94f7']",115.43484282493591,4.509000062942505,8.990000009536743,5.569999694824219,5.842000246047974,10.083000183105469,18.53499984741211,26.079000234603882,11.944000005722046,7.379999876022339,9.680999994277954,6.480999946594238,83.01100015640259
701,e2ccf976-ff7f-4b71-8b5d-d5d7e3c5db05,1646967301.204874,1646967474.588,1646967301.664,1646967316.448,1646967316.458,1646967332.796,1646967332.808,1646967344.477,1646967344.492,1646967350.7459998,1646967350.76,1646967357.458,1646967357.472,1646967410.893,1646967410.908,1646967443.1430001,1646967443.177,1646967451.7580001,1646967451.7740002,1646967460.312,1646967460.33,1646967469.9980001,1646967470.016,1646967474.588,976597307,1014500091,1051365665,3042463063,4.0,3.0,1.0,3.0,1.0,"['990801ac-de53-4f40-aba4-9b353cb336a4', '841c16a3-36bd-4657-b1f0-fb43474c4d68', '858688d3-6d96-42e0-ba9e-439e98c0abed', '2419b560-e9f7-49fb-a916-d2b1f3519e6b', '67ea961e-bcd1-4842-887c-b24800ff8a64', '400b729c-ad29-44d6-912a-0e717b7df21d']",173.38312602043152,14.783999919891357,16.338000059127808,11.668999910354614,6.253999710083008,6.697999954223633,53.4210000038147,32.235000133514404,8.581000089645386,8.537999868392944,9.668000221252441,4.572000026702881,125.81100010871887
702,c4122afc-8996-4c18-a4c0-762996d749ee,1646967311.246381,1646967417.92,1646967311.44,1646967316.763,1646967316.772,1646967325.794,1646967325.8049998,1646967336.364,1646967336.375,1646967340.05,1646967340.0609999,1646967350.8300002,1646967350.844,1646967367.6019998,1646967367.6179998,1646967394.119,1646967394.1299999,1646967401.304,1646967401.317,1646967408.878,1646967408.894,1646967413.5649998,1646967413.582,1646967417.92,291839326,291839326,329717327,913395979,3.0,2.0,1.0,2.0,1.0,"['cb7fd5b9-94bc-4fa7-98db-6e483020c0b3', '3778acc3-fc98-483c-baf4-005f659e589b', 'd775bd7d-3ba3-492d-845b-7837856fa688', '75901ec4-8e3f-4700-85e8-e3eb2c5f837e', '10f2a1d8-ca94-4494-bb5d-3993ce9f2729', 'ba3349c5-5d9c-4090-a936-042648b99d2f']",106.67361903190613,5.322999954223633,9.021999835968018,10.559000253677368,3.674999952316284,10.76900029182434,16.757999658584595,26.50100016593933,7.174000024795532,7.561000108718872,4.670999765396118,4.338000059127808,77.78500008583069
703,aed1f729-936d-4a53-aced-1f9281b13d41,1646967321.378999,1646967470.812,1646967321.688,1646967331.9950001,1646967332.008,1646967344.4889998,1646967344.501,1646967350.696,1646967350.7089999,1646967354.523,1646967354.5379999,1646967365.7649999,1646967365.781,1646967413.412,1646967413.429,1646967445.1859999,1646967445.202,1646967453.0089998,1646967453.0259998,1646967462.692,1646967462.714,1646967466.8060002,1646967466.826,1646967470.812,211722662,286439341,323292795,821454798,3.0,3.0,0.0,3.0,0.0,"['75345bae-e517-4563-abac-eb8200b233c1', '0214f1b6-3382-41d8-ad1a-2e2e7744dbcd', 'e87a4f13-caa1-417c-b6d7-ca5cc162d982', '5561b94e-6b05-4b52-a2d6-627a4a3582e8', '9e167cd1-46ca-4983-8b4a-cac3d03ce548', '8f19a993-f6ae-4bc4-a41e-24e5def0ae8b']",149.43300104141235,10.307000160217285,12.480999946594238,6.195000171661377,3.814000129699707,11.226999998092651,47.63100004196167,31.756999969482422,7.806999921798706,9.666000127792358,4.092000246047974,3.9860000610351562,120.56900000572205
704,3b914890-151e-4828-8587-de9a53f4d191,1646967381.269755,1646967647.3990002,1646967381.436,1646967386.2499998,1646967386.258,1646967402.029,1646967402.04,1646967416.15,1646967416.163,1646967422.372,1646967422.3939998,1646967435.379,1646967435.396,1646967588.062,1646967588.08,1646967615.202,1646967615.2140002,1646967624.279,1646967624.2940001,1646967636.825,1646967636.8419998,1646967641.292,1646967641.308,1646967647.3990002,448329846,523141284,560051772,1531522902,3.0,2.0,1.0,2.0,1.0,"['55afa634-769f-4ace-892d-7d196396490f', '0dd65257-e341-42d9-970a-1cc7651dac68', '6251c503-657e-4522-b3a8-7f4e42bf303d', '1e503d78-72e6-432c-aaa4-e111d065d12d', 'd5fc4758-ec50-4beb-a2e2-1a1ae864791c', '86b32917-d25e-405b-b10b-b5357be8c5d4']",266.1292452812195,4.813999652862549,15.771000146865845,14.110000133514404,6.208999872207642,12.985000133514404,152.66600012779236,27.121999979019165,9.06499981880188,12.530999898910522,4.450000286102295,6.091000080108643,230.14000010490417
705,29f45761-9151-40f0-98aa-18ae878af2d5,1646967411.3622332,1646967537.761,1646967411.5219998,1646967415.6169999,1646967415.632,1646967427.6499999,1646967427.6620002,1646967432.8460002,1646967432.8609998,1646967440.264,1646967440.276,1646967449.4,1646967449.414,1646967478.093,1646967478.111,1646967506.76,1646967506.777,1646967518.879,1646967518.896,1646967528.003,1646967528.021,1646967531.931,1646967531.947,1646967537.761,161302781,236010523,273739687,671052991,3.0,3.0,0.0,2.0,0.0,"['d70b7c75-b2ef-470d-9992-f2f2a1ea1987', '773b0372-ec11-41b3-b6c1-9cbaa8dc7d3e', 'b62e6d79-7313-4229-8716-950e90e7d6ef', '9fc57685-d95c-4b7e-aca1-1a35e4d59a94', 'aae692cc-121a-415f-b594-2505ef4cd858', '4030e129-0ff0-4d43-820e-a54422c34fab']",126.39876675605774,4.0950000286102295,12.01799988746643,5.184000015258789,7.403000116348267,9.124000072479248,28.67899990081787,28.6489999294281,12.101999998092651,9.10700011253357,3.9100000858306885,5.813999891281128,99.67899990081787
706,a37ac06e-f759-452e-b340-00a977f6a004,1646967421.4096699,1646967540.163,1646967421.7489998,1646967426.429,1646967426.44,1646967440.211,1646967440.223,1646967444.6499999,1646967444.668,1646967449.4889998,1646967449.503,1646967459.81,1646967459.825,1646967484.7459998,1646967484.766,1646967511.78,1646967511.795,1646967520.7059999,1646967520.723,1646967528.7859998,1646967528.8049998,1646967534.389,1646967534.409,1646967540.163,291689933,329580127,366423009,987693069,3.0,2.0,0.0,2.0,1.0,"['71231f07-f5e5-4688-810b-86537b3d1076', 'c7c2d234-42f1-4c4f-9482-42e531dcf3de', '16807054-9066-43c8-8bf8-359d506cb875', '96f8e4e9-9905-4e21-9c88-4ef879acd54b', 'f2a43a7d-b436-4675-b366-239fef9e8345', '3dcf763a-1c22-4b7b-ba83-96d66cdd6514']",118.75333023071289,4.680000066757202,13.770999908447266,4.426999807357788,4.82099986076355,10.306999921798706,24.920999765396118,27.013999938964844,8.910999774932861,8.062999725341797,5.584000110626221,5.754000186920166,92.98699903488159
707,6bca56cc-de1a-4a3c-9787-1e18e196d5ac,1646967421.576781,1646967589.685,1646967421.764,1646967426.284,1646967426.296,1646967436.0470002,1646967436.06,1646967442.654,1646967442.668,1646967447.041,1646967447.056,1646967454.281,1646967454.3430002,1646967537.1539998,1646967537.172,1646967564.148,1646967564.163,1646967573.5900002,1646967573.6060002,1646967581.124,1646967581.1430001,1646967585.7180002,1646967585.736,1646967589.685,342848322,380782763,417651344,1141282429,3.0,3.0,0.0,3.0,0.0,"['d4da3b63-0eb4-490f-93ad-3d01393f6286', '8a80c09e-5063-4071-abe7-60cdadf6a318', 'c7b51434-e4b4-4989-a862-08dfe4585589', '777939fa-27e6-404e-a0de-a0b0cc5c026d', '27bbbfde-c4cd-4bce-bed8-63e01ed55e0e', 'aec64d4d-007a-43c2-a82c-c49e71bdca3e']",168.10821890830994,4.519999980926514,9.751000165939331,6.5940001010894775,4.372999906539917,7.224999904632568,82.81099963188171,26.9760000705719,9.427000045776367,7.517999887466431,4.575000047683716,3.9489998817443848,143.7079997062683
708,39183661-3e01-4a24-a73f-c69a77ac5ff3,1646967421.749131,1646967559.8739998,1646967422.033,1646967430.255,1646967430.2649999,1646967440.184,1646967440.1980002,1646967449.5110002,1646967449.521,1646967453.1,1646967453.1100001,1646967462.2700002,1646967462.281,1646967490.686,1646967490.6990001,1646967523.6899998,1646967523.701,1646967537.471,1646967537.483,1646967546.9580002,1646967546.9740002,1646967555.4220002,1646967555.437,1646967559.8739998,153280409,153280409,193180147,499740965,2.0,3.0,1.0,2.0,1.0,"['c92d4be0-5371-4285-a768-71aa6bb12989', '02681842-b967-4ab3-85cc-58a467deb0d2', 'e5fc1594-6a10-412b-b161-ecf1b4c02790', '4a74ced2-99a0-4bc1-9534-9cb8a91e0576', 'b5a056de-35a6-4900-a029-7986aa06b002', 'cb86bd65-6c57-4ed0-a4a4-bbb986c5e80c']",138.1248688697815,8.222000122070312,9.919000148773193,9.312999963760376,3.5789999961853027,9.160000085830688,28.40500020980835,32.990999698638916,13.769999980926514,9.475000143051147,8.447999954223633,4.436999797821045,103.72000026702881
709,1ac76119-eed0-4f04-ad27-01c04c70e6d5,1646967451.354358,1646967625.211,1646967451.6339998,1646967459.776,1646967459.7849998,1646967466.575,1646967466.585,1646967472.848,1646967472.86,1646967479.947,1646967479.9580002,1646967487.64,1646967487.6620002,1646967570.4659998,1646967570.479,1646967596.405,1646967596.4169998,1646967604.885,1646967604.912,1646967614.77,1646967614.7900002,1646967619.9329998,1646967619.956,1646967625.211,342914792,380809536,417678062,1141402390,3.0,3.0,0.0,3.0,0.0,"['9cb4fa31-24e6-4709-8e36-505971b23327', '337b3d56-0647-4664-a542-36957d8b53a0', '2bd96ece-e0b2-434c-951e-f4685e0a3650', '1984c455-9637-4e4e-a034-0e786516ccd2', '4ada6d7e-0ae3-417b-a75c-fffde3e9d604', 'dfb6dfae-15a0-425e-a741-fcece6011f62']",173.85664200782776,8.142000198364258,6.7900002002716064,6.263000011444092,7.087000131607056,7.681999921798706,82.80399966239929,25.925999879837036,8.468000173568726,9.858000040054321,5.142999649047852,5.254999876022339,141.5279998779297
710,ff283366-77fa-4c98-bd4d-96bc3699d2da,1646967471.458587,1646967609.124,1646967471.7299998,1646967480.066,1646967480.074,1646967490.288,1646967490.299,1646967500.108,1646967500.12,1646967507.109,1646967507.128,1646967515.956,1646967515.971,1646967545.823,1646967545.84,1646967572.289,1646967572.303,1646967586.467,1646967586.4819999,1646967597.77,1646967597.792,1646967603.245,1646967603.292,1646967609.124,400975194,475615168,515304091,1391894453,2.0,3.0,1.0,3.0,1.0,"['501b2805-6a8a-4f53-9082-8e991c6ef7b5', '7a6e771e-8ab6-4c43-a099-362e597ab641', 'ba8d28a1-b407-4561-a05d-ae6dc29c6de1', '2971367e-bf17-4e40-9e7f-72f99533d9e7', 'e9762310-2352-4b6a-817c-07605e526ee6', '3a623da1-8fea-4d6c-819c-9f9aea37891a']",137.6654131412506,8.336000204086304,10.214000225067139,9.809000015258789,6.989000082015991,8.82800006866455,29.85199999809265,26.449000120162964,14.164000034332275,11.288000106811523,5.452999830245972,5.832000017166138,100.7950005531311
711,8ca61c3b-c490-46af-a0fe-f22e6a6dc631,1646967471.6053498,1646967591.346,1646967471.7779999,1646967475.804,1646967475.813,1646967484.257,1646967484.273,1646967491.6729999,1646967491.684,1646967500.236,1646967500.247,1646967511.329,1646967511.3409998,1646967530.8569999,1646967530.8700001,1646967559.2489998,1646967559.261,1646967568.015,1646967568.029,1646967576.441,1646967576.458,1646967584.029,1646967584.0449998,1646967591.346,297161266,335030879,371868213,1004060358,2.0,3.0,1.0,3.0,1.0,"['c61e114d-7cb5-4536-8b9a-728feb98b5a9', '53c51e81-ac49-4121-9c8e-2eebe82b8cfd', '729008a7-69be-43fe-96fc-3977987bfdda', '80137466-3d3b-4f36-967a-ccab56c9e560', '0f7fe458-d0ca-403e-ab27-4fdfe9382f06', '1a5ac130-9f6f-47aa-a82d-985d80cf23c3']",119.74065017700195,4.026000022888184,8.444000005722046,7.3999998569488525,8.552000045776367,11.082000017166138,19.516000032424927,28.378999710083008,8.754000186920166,8.411999940872192,7.571000099182129,7.301000118255615,84.58699989318848
712,5400509b-5f90-4691-b825-2d16b3ffcf57,1646967491.403682,1646967683.028,1646967491.7150002,1646967505.269,1646967505.28,1646967515.5459998,1646967515.559,1646967521.526,1646967521.539,1646967525.922,1646967525.936,1646967536.146,1646967536.161,1646967621.9859998,1646967622.001,1646967646.369,1646967646.389,1646967655.1139998,1646967655.132,1646967664.796,1646967664.817,1646967678.5470002,1646967678.579,1646967683.028,979697689,1017602962,1054468536,3051769187,4.0,3.0,0.0,4.0,0.0,"['125d8388-9a04-49b7-9e67-f8495150f163', '56309fcf-b609-4cba-8309-1c0688b5d3e9', 'd49fddb5-f7f2-4fbd-88d9-cdeae71248cb', '94826294-ca12-4d6b-add0-af203051c473', '49ce2438-dcc2-4f48-a0e4-858ff561057f', 'c14752fd-3ddc-4a6f-a7c1-ea503db571f6']",191.62431812286377,13.553999900817871,10.265999794006348,5.9670000076293945,4.382999897003174,10.209999799728394,85.82499980926514,24.368000030517578,8.724999904632568,9.664000034332275,13.730000257492065,4.449000120162964,149.0579993724823
713,3e390b35-9ab4-44cf-9991-5c175e034c0b,1646967511.606308,1646967647.244,1646967511.7740002,1646967516.279,1646967516.288,1646967525.971,1646967525.983,1646967533.472,1646967533.484,1646967540.717,1646967540.7299998,1646967553.526,1646967553.54,1646967578.888,1646967578.907,1646967617.508,1646967617.523,1646967627.9699998,1646967627.993,1646967639.46,1646967639.486,1646967643.1820002,1646967643.2,1646967647.244,191061911,265712542,304514536,761288989,2.0,2.0,1.0,2.0,1.0,"['b2030b9e-7404-4fdc-a05c-0426120168ac', 'a7adb77e-8f97-436e-aaac-66593a7e7840', '8b0a8c98-eb58-467f-beaa-b3111d1805ab', 'b62de008-f31e-40d8-9803-565631f279fe', 'eb071be7-b9e3-40a5-9833-4336d52b6e39', '4f70c9e1-6bf0-4dc0-a419-d18f4385aa6e']",135.6376919746399,4.504999876022339,9.682999849319458,7.488999843597412,7.233000040054321,12.796000242233276,25.348000049591064,38.60099983215332,10.446999788284302,11.467000007629395,3.696000099182129,4.043999910354614,108.34199976921082
714,1b6408a0-cf34-4a3c-bd05-6e9448a2766e,1646967601.6071281,1646967723.289,1646967602.161,1646967608.162,1646967608.18,1646967617.8969998,1646967617.909,1646967622.9299998,1646967622.943,1646967627.86,1646967627.873,1646967639.219,1646967639.233,1646967664.487,1646967664.5110002,1646967690.0470002,1646967690.062,1646967702.1390002,1646967702.155,1646967709.558,1646967709.576,1646967719.036,1646967719.053,1646967723.289,294477783,332359087,371245298,998082168,3.0,3.0,0.0,2.0,1.0,"['55a3099f-8cbe-4b6e-af58-933f7389c373', '4926812d-1f0e-4896-ac79-f43739dd3324', '16757e88-b0f5-49c5-9563-8a83717c38a7', '4fb91486-5593-4919-ad92-67d2b05ce9d2', 'd8fff6ae-0a83-4e6c-aece-a32ec66d6a89', 'cc0634fd-3248-4537-b42c-aa9b6d4d5995']",121.68187189102173,6.000999927520752,9.716999769210815,5.020999908447266,4.916999816894531,11.34600019454956,25.253999948501587,25.53600001335144,12.077000141143799,7.403000116348267,9.460000038146973,4.236000061035156,91.33300018310547
715,60dbd8b3-b829-461d-9429-450be1962482,1646967611.535006,1646967754.281,1646967611.7489998,1646967615.635,1646967615.6430001,1646967625.461,1646967625.47,1646967633.384,1646967633.393,1646967637.809,1646967637.8179998,1646967646.4099998,1646967646.4259999,1646967690.074,1646967690.092,1646967718.405,1646967718.418,1646967727.752,1646967727.766,1646967739.231,1646967739.245,1646967747.6950002,1646967747.7129998,1646967754.281,232084872,232084872,269923104,734092848,3.0,2.0,0.0,3.0,1.0,"['c4749be1-4f59-4b5b-b4e7-1e18b22524d0', 'd31382e8-01f0-49b5-bb26-a5653dddb525', '8e7fe2d0-689b-4b20-9dec-2d9df9d7f2ff', '8aa4ec10-cbba-4937-a99f-642f795e0909', '62b1bb4f-fe87-4704-9f2f-3035d1beb7fc', '4c1cbf94-e26c-4642-9679-61f95952b775']",142.74599385261536,3.886000156402588,9.817999839782715,7.914000034332275,4.416000127792358,8.592000007629395,43.64800000190735,28.312999963760376,9.33400011062622,11.464999914169312,8.450000286102295,6.568000078201294,111.16999983787537
716,8c8bc0a8-db5a-4974-8a07-aec2809899fd,1646967621.660234,1646967762.521,1646967621.86,1646967627.6990001,1646967627.7089999,1646967639.597,1646967639.61,1646967643.2710001,1646967643.284,1646967647.427,1646967647.442,1646967654.308,1646967654.324,1646967689.993,1646967690.016,1646967733.5,1646967733.5180001,1646967741.8339999,1646967741.852,1646967751.295,1646967751.3219998,1646967757.007,1646967757.029,1646967762.521,146995454,221629574,260504090,629129118,2.0,3.0,1.0,2.0,0.0,"['473e4d43-d3c0-435a-b544-13b3b6145bca', '8a6faa14-278f-46a6-90e9-5f48db2daff3', '8ab51e6a-4f48-4f1e-8c80-5d02a98ebdea', 'ecac88cf-1bb9-4adf-99f8-fc7e5b7fc0a5', '139794c1-a63b-4168-bf33-ae2017c3380f', '5c59c3e0-d12d-4b03-b4db-af494e209c32']",140.86076593399048,5.839000225067139,11.888000011444092,3.6610002517700195,4.14300012588501,6.866000175476074,35.66900014877319,43.48399996757507,8.315999746322632,9.443000078201294,5.68500018119812,5.491999864578247,115.66600012779236
717,037686e0-034a-4f29-be76-f6e51f447f13,1646967621.7782762,1646967881.53,1646967622.064,1646967633.389,1646967633.402,1646967642.473,1646967642.484,1646967650.6529999,1646967650.666,1646967656.9169998,1646967656.927,1646967668.598,1646967668.61,1646967820.4329998,1646967820.446,1646967847.964,1646967847.981,1646967855.243,1646967855.262,1646967863.074,1646967863.091,1646967872.007,1646967872.05,1646967881.53,548992198,623818894,660729394,1833540486,3.0,3.0,1.0,3.0,0.0,"['79ec9317-7da3-4294-9054-ef0d7cbd3b33', '40f5a20e-967b-41a0-a7c3-6cd07b2a94c1', '093af100-b6c5-4a51-bc95-947e5dc3fc60', 'f727903a-ef4e-4fb4-8b72-3274dfd64386', '39d3a292-2c1e-454b-bd7c-da728cec4946', 'cca57e4e-2f8f-4ffb-b94c-0513edcc7327']",259.7517237663269,11.325000047683716,9.071000099182129,8.168999910354614,6.250999927520752,11.671000003814697,151.82299995422363,27.51799988746643,7.26200008392334,7.811999797821045,8.91599988937378,9.480000019073486,215.15699982643127
718,f51daa03-d052-4c33-bc30-cd0b880deef5,1646967641.528778,1646967751.2140002,1646967641.747,1646967645.973,1646967645.984,1646967653.442,1646967653.4540002,1646967659.722,1646967659.7340002,1646967663.9420002,1646967664.003,1646967672.513,1646967672.5310001,1646967701.345,1646967701.3609998,1646967726.09,1646967726.108,1646967734.536,1646967734.554,1646967742.756,1646967742.777,1646967746.885,1646967746.9020002,1646967751.2140002,153426710,191278584,228123708,572829002,2.0,3.0,0.0,3.0,0.0,"['c2b22f24-3659-4f11-b39a-18942064200b', '8d112011-60f5-45a9-9fbb-9d8f074f03a6', '787dad8d-d777-4abf-ab54-d1fabd28db49', 'a5e940a6-2fc6-47f4-8d23-4965a4902fe6', '5a06f2e8-3dfa-43b3-b26c-2efe890b2308', 'c52a1cea-7210-4b50-96d5-939d16366ce0']",109.68522214889526,4.226000070571899,7.45799994468689,6.267999649047852,4.20799994468689,8.509999990463257,28.813999891281128,24.729000091552734,8.42799997329712,8.202000141143799,4.108000040054321,4.312000036239624,86.14100003242493
719,8f01fc64-44a1-4e05-9378-1bdeef50be2a,1646967661.666782,1646967767.3009999,1646967661.884,1646967668.296,1646967668.3100002,1646967676.2350001,1646967676.247,1646967680.58,1646967680.599,1646967686.224,1646967686.2350001,1646967694.6899998,1646967694.7020001,1646967711.7020001,1646967711.72,1646967736.3270001,1646967736.3470001,1646967747.443,1646967747.459,1646967756.716,1646967756.757,1646967763.093,1646967763.111,1646967767.3009999,213304947,251107624,287944958,752357529,3.0,3.0,1.0,3.0,1.0,"['f283b39e-2777-4d59-80cc-8aeff17cb03e', 'a3965450-37fd-4dd4-9b4f-9e453a3e9fba', '134bdb8d-6934-4148-acaa-bab229993566', '9bb28877-2f28-48de-a1ed-e3cde828a827', '3f06d4c4-9262-45d2-9a27-a9933e9ab30c', 'f20cf2c2-e6de-4433-a4bd-a4691d4c4c45']",105.6342179775238,6.411999940872192,7.924999952316284,4.33299994468689,5.625,8.454999685287476,17.0,24.60700011253357,11.095999956130981,9.256999969482422,6.335999965667725,4.18999981880188,78.33999967575073
720,dcd2d1ab-4b2e-4b5a-ac47-c8283a9b7d40,1646967661.812108,1646967775.6460001,1646967662.0579998,1646967665.881,1646967665.891,1646967672.7,1646967672.714,1646967682.856,1646967682.866,1646967688.187,1646967688.201,1646967700.314,1646967700.3270001,1646967715.396,1646967715.429,1646967744.554,1646967744.573,1646967751.543,1646967751.558,1646967758.664,1646967758.68,1646967771.445,1646967771.4620001,1646967775.6460001,210463670,285190963,322028297,817682930,2.0,3.0,1.0,3.0,0.0,"['569b67ba-3f9c-48fa-a65d-fa5283b34352', '6a18b9d4-0296-4b51-b325-0fcad87e9795', '73488b92-dced-4a35-9a70-496a746cfa57', '285c4811-b466-487a-9d4b-c4abe88279a9', '83faf4ad-aa98-441f-9be5-46ff31419719', '6f0c2481-2328-4dc4-ab8c-4497b1cae579']",113.83389210700989,3.823000192642212,6.809000015258789,10.141999959945679,5.321000099182129,12.11299991607666,15.068999767303467,29.125,6.9700000286102295,7.105999946594238,12.764999866485596,4.184000015258789,77.19199967384338
721,b53be416-1494-4b60-b1bb-aecc087f0e06,1646967661.978875,1646967778.8409998,1646967662.223,1646967668.856,1646967668.868,1646967678.984,1646967679.0019999,1646967686.286,1646967686.299,1646967690.3630002,1646967690.376,1646967701.608,1646967701.62,1646967728.488,1646967728.508,1646967753.704,1646967753.7180002,1646967762.704,1646967762.7180002,1646967770.512,1646967770.529,1646967774.5449998,1646967774.56,1646967778.8409998,179616216,217422456,256300926,653339598,2.0,3.0,1.0,3.0,0.0,"['2d7a7ce9-8997-4f38-a100-39542fc2eaa4', 'd6eb217b-b653-45fa-a817-57074e7b6f9e', '22c23bd2-2493-4dc2-9b5e-b78183953a64', 'bdf894d6-4550-4adc-8692-55c03a79e857', '9ff33a87-f40e-43d6-9ac1-6707232dc749', '3a80fa64-19f3-4c26-997f-d0897c02c493']",116.86212491989136,6.632999897003174,10.115999937057495,7.2840001583099365,4.064000129699707,11.23200011253357,26.868000030517578,25.19600009918213,8.985999822616577,7.793999910354614,4.015999794006348,4.2809998989105225,90.19199991226196
